,TEXT
358,　　@风过耳畔现在领退休金的人，几个交过养老金?以前这些人是国家养老，现在甩给社会!大家交钱给他们发养老金!　　
359,　　你该怼的是那些公务员和离休老干部他们才是不交又白拿的农民那点钱跟他们一比简直不能看我是情愿给农民每月白拿一百块钱公务员他们退休至少五千起步老干部都是上万的还他么什么都能报销情愿给农民~
360,　　今天是粽子节。想想古人，爱国连命都不要了，我们企业工人和农民还与公务员攀比退休工资吗？呵呵。要快乐
361,　　既然不该领，那楼主就赶紧上书国务院呗，在天涯论坛里BB，能有几个人知道？不过，有一点就是国务院的那帮人绝对不会取消那些人的养老或者补贴，你再BB也没有用，呵呵。
362,　　我支持楼主，不劳而获是人的惰性。如果都是不劳而获的人，社会没有发展。声明下，我是农村人。　　
363,　　应该算算公务员从来不交保险却退休工资比交的人都高！
364,　　楼主口口声声老年农民没有买社保，请问当时农民有地方买社保吗？能买到吗？由于对底层人民的漠视，据我所知那些年没有儿子老年生活那叫一个惨！为什么中国人拼命要生个儿子，鉴于中国国情没有儿子老了只有死路，现在几千万大军，有没有可能演变更大社会问题，到时候全民都要买单，对弱势群体关心不够，政府没有责任？你们整天鼓吃国家如何强胜，富强一到老年农民这里说得比非洲还穷！！
365,　　几千光棍大军
366,　　医保社保有的人活不到退休这些再好有个屁用，最还免费不要交了换成挨家挨户买保险更值得买什么医保社保活得到退休嘛还是个问题咧　　
367,　　一到农民这里他妈的说得比非洲还穷，在外面说得比美国还富，往后走几千万光棍大军无妻无子女如问养老？有多少企业为员工买了社保，只有百分之几吧，注明本人是有家庭小孩的。
368,　　现在的养老金就是个坑啊
369,　　@dcd002017-05-2918:44:19　　社会上有些无赖，整天想不劳而获。　　大造舆论，想为自己不缴费，拿取养老金。　　-----------------------------　　+1
370,　　@东_ldd2017-05-2822:18:12　　一直没弄懂过　　—————————————————　　@风过耳畔199楼2017-05-2822:22:00　　社保基金相当于大家凑份子养老，你领的钱是你工作时候几十年投资社保基金的回报。你的退休工资就是你自己的钱，只不过晚领了几十年而已。不是国家给的，不是国家给的，不是国家给的。　　农民领的95元，是国家财政提供的一项福利，名字叫基础养老金，实际上是高龄补助。　　如果国家财政允许，每月发100000元给老年农民都没有问题，福利就是这样的。　　但不能没给社保基金做过贡献的，从这口锅里挖饭吃，吃大锅饭的...　　—————————————————　　@ty_126888028297楼2017-05-2915:20:00　　你要从大的方面看，社保基金也只是一个制度而已，只不过少部分人当年享受到了这个制度，农村却没有这个制度！你当年自己缴纳的钱和现在国家发给你的钱比起来少的多！但是，同为中国人，农民为国家的崛起也做出过巨大贡献，党旗上的镰刀不是白画的！你总是非要拿缴纳或者没有缴纳社保来说事，你这是一个机会主义观！因为现在看来只是少部分投机分子当年抓住了这个机会而已！　　—————————————————　　@ty_1268880282017-05-2918:39:27　　你是没看懂我的话，同样为国家作出了贡献，你就是觉得你们已经拿到了领退休金的入场券了你就抱着这个讲！！　　-----------------------------　　土工凭啥就可以多拿？别说退休金，他们花费的医疗就可以足够多少百姓养老医疗了吧　　
371,　　呃呃
372,　　社保最终会破产　　领的人多，缴的人少，必然破产
373,　　先把土地拿出来平分。凭什么农民有自己的土地。
374,　　唯一卡油的是公o务o员和事业o编制、离休o干部，工薪阶级交的社保都被它们卡油了。农村都是先交钱，再发几十块，实际是亏本。　　楼主无知到了极点……
375,　　农民有贡献，也没有人给五险一金。这点福利算啥？
376,　　@洞庭湖畔唱渔歌　　------------------------------　　@风过耳畔2017-05-2617:23:03　　社保基金就相当于大家凑份子，将来给自己养老。　　这个机制应该是多贡献将来多拿退休金，少贡献少拿，不贡献不拿。　　政府只负责组织、协调、保管、经营这个社保基金，这些钱是全体社会的贡献。只要你对这个社保基金完成了你应尽的贡献，你就有权利、有资格领取退休金，这相当于你的一种投资，这也是你合法财产的一部分。　　如果国家财政允许，每月给老年农民发100000元的养老补助都没有问题。　　关键是社保基金是鼓励大家，在工作的时候积极完成社会化养老做贡献，将来他才能得到这个保障。　　吃大锅饭只能会把这个社保基金这口锅砸了，让所有人都没有退休金可拿。　　-----------------------------　　现在又装高尚了，农民领95块钱你咬的那么厉害，真的政府给农民每个月发个10000，你不是要跳楼去啊，真是双标婊一个。　　
377,　　种地的和没种的都都吃饭大家可以接受吗，工人们为什么不啃钢筋啊
378,　　五线城市，没固定工作，每年交社保快7000了，难交啊
379,　　五线城市，没固定工作，每年交社保快7000了，还是最低档的。难交啊
380,　　吵得不可开交，多局限于自己的认识和阶层嚷嚷。养老金本来应该来自自己工作时所缴、用人单位所缴、政府补贴、养老金帐户资金升值四块。了解外国的养老金制度也是为了借鉴。问题出在补贴太少、升值部分不明确、很多人没有认识到你平时的消费都在交着税、屁股决定脑袋的养老金制度设计。
381,　　不说当年农民没地方交社保，即使是现在，很多人也只是交社保的最低档吧？到时候有能拿到多少退休金呢？　　其实老农民的要求真的不高，我外婆拿着200块的养老金，还觉得政府好，给他们发退休金。话说我外婆手上也有不少的存款，子女都比较孝顺，根本不用为生活愁，但在她看来，经历了那么多年代，政府能想到农民，她还是很感激的。
382,　　楼主看来是在选择性的健忘啊。　　第一，楼主应该去看看到底是哪一年农村才取消各种农业税税务，我能告诉你以前农村交税基本都是人头税。不是你几个人工作而交税，而是你户口本上有几口人！！如果连这个都选择忘记，那真是无语。所以楼主说农村没有交社保啊，是在绑架社会，我只能呵呵了。到底是谁绑架谁。　　第二，说农村每月能领到500，真是扯淡。你问一下农村老人一个月领55元领了多长时间，这还算是好的了。很多年前是一分钱都没有！楼主那时候在哪啊？　　楼主可能又会跟大家扯乱交税大家都缴税之类的，什么税都交到消费税里面去了，但是他们或许忘记人家卖东西不可能你是农村人就商品就便宜卖给你啊！如果这样整，楼主会不会觉得农村人是交了两次税？？？？
